,SYMBOL,NAME OF COMPANY,cm04DEC2023bhav.csv,cm01DEC2023bhav.csv
370,CROMPTON,Crompton Greaves Consumer Electricals Limited,1.6902380131079802,1.7371468678715525
371,CROWN,Crown Lifters Limited,,
372,CSBBANK,CSB Bank Limited,4.452545241505003,-1.0435454779695983
373,CSLFINANCE,CSL Finance Limited,0.9249377445748925,-0.47208780833234987
374,CTE,Cambridge Technology Enterprises Limited,-0.28208744710860767,-0.35137034434293746
375,CUB,City Union Bank Limited,1.1424731182795622,1.674069012640941
376,CUBEXTUB,Cubex Tubings Limited,,
377,CUMMINSIND,Cummins India Limited,1.7550255181751924,0.5814258027342798
378,CUPID,Cupid Limited,3.4026238543101868,-1.5336518610275467
379,CYBERMEDIA,Cyber Media (India) Limited,,
380,CYBERTECH,Cybertech Systems And Software Limited,-2.355580482333156,-0.3632299525006858
381,CYIENT,Cyient Limited,9.542395356401213,3.2683960314179408
382,DAAWAT,LT Foods Limited,,
383,DABUR,Dabur India Limited,1.0810311373925943,0.5761546324691056
384,DALBHARAT,Dalmia Bharat Limited,1.8718407169503164,2.146513043674321
385,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,-1.110751644559469,0.936105366278427
386,DAMODARIND,Damodar Industries Limited,-1.7293997965412033,0.408580183861074
387,DANGEE,Dangee Dums Limited,,
388,DATAMATICS,Datamatics Global Services Limited,4.20917505573949,16.782389143127645
389,DATAPATTNS,Data Patterns (India) Limited,1.7125456760048765,1.9774432354548592
390,DBCORP,D.B.Corp Limited,-2.1357021357021484,-2.5059885756403206
391,DBL,Dilip Buildcon Limited,2.5121142565671937,-0.8220564057164537
392,DBOL,Dhampur Bio Organics Limited,-1.0823812387252023,0.12040939193258102
393,DBREALTY,D B Realty Limited,1.896084708199948,-2.8236420196219085
394,DBSTOCKBRO,DB (International) Stock Brokers Limited,,
395,DCAL,Dishman Carbogen Amcis Limited,0.2757352941176575,0.0
396,DCBBANK,DCB Bank Limited,0.044286979627986854,0.4895416110369483
397,DCI,Dc Infotech And Communication Limited,,
398,DCM,DCM  Limited,-0.8108108108108031,-0.8042895442359174
399,DCMFINSERV,DCM Financial Services Limited,,
400,DCMNVL,DCM Nouvelle Limited,-1.3250000000000028,0.35122930255895063
401,DCMSHRIRAM,DCM Shriram Limited,0.41245617653124356,1.0629428928720228
402,DCMSRIND,DCM Shriram Industries Limited,0.7272727272727204,-0.3021148036253776
403,DCW,DCW Limited,0.8780487804878103,-0.2918287937743163
404,DCXINDIA,DCX Systems Limited,1.4044943820224718,-1.1522976537553735
405,DECCANCE,Deccan Cements Limited,-0.1620900076277694,2.212260013643899
406,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,2.90317434997608,-0.09561752988048171
407,DEEPAKNTR,Deepak Nitrite Limited,-0.17387769849155044,0.824188333864574
408,DEEPENR,DEEP ENERGY RESOURCES LIMITED,0.12364760432765913,-0.4309018159433602
409,DEEPINDS,Deep Industries Limited,0.8379888268156425,-0.629163582531454
410,DELHIVERY,Delhivery Limited,0.55352874575418,1.6106353061485394
411,DELPHIFX,DELPHI WORLD MONEY LIMITED,0.0,-0.5003950487226698
412,DELTACORP,Delta Corp Limited,-3.768413840356287,3.0356512530885866
413,DELTAMAGNT,Delta Manufacturing Limited,,
414,DEN,Den Networks Limited,0.5571030640668471,-1.6438356164383536
415,DENORA,De Nora India Limited,-0.3513264060499517,0.922475961538456
416,DEVIT,Dev Information Technology Limited,-0.6316620607974822,-1.6692546583850973
417,DEVYANI,Devyani International Limited,2.8555111364934325,-0.142571998859424
418,DGCONTENT,Digicontent Limited,-1.4598540145985435,2.7500000000000036
419,DHAMPURSUG,Dhampur Sugar Mills Limited,-0.5316223648029289,-0.3834915997078201
420,DHANBANK,Dhanlaxmi Bank Limited,4.720279720279712,1.0600706713780943
421,DHANI,Dhani Services Limited,-2.012578616352194,-0.749063670411978
422,DHANUKA,Dhanuka Agritech Limited,0.9104704097116892,1.1538665114063384
423,DHARMAJ,Dharmaj Crop Guard Limited,0.28829521429944266,-1.9411986430456214
424,DHARSUGAR,Dharani Sugars&Chemicals Limited,,
425,DHRUV,Dhruv Consultancy Services Limited,-2.4350649350649354,3.616484440706474
426,DHUNINV,Dhunseri Investments Limited,-0.8996749073864133,10.718620516469255
427,DIAMONDYD,Prataap Snacks Limited,-1.5418724176156358,1.5660184237461572
428,DICIND,DIC India Limited,2.9381024271280864,0.3028538147932467
429,DIGISPICE,DiGiSPICE Technologies Limited,0.16949152542373122,-1.8302828618968408
430,DIGJAMLMTD,Digjam Limited,,
431,DIL,Debock Industries Limited,4.571428571428576,
432,DISHTV,Dish TV India Limited,-0.2666666666666705,0.0
433,DIVGIITTS,Divgi Torqtransfer Systems Limited,-1.961359745659081,-2.083333333333333
434,DIVISLAB,Divi's Laboratories Limited,0.14237878028845127,0.10557711088236071
435,DIXON,Dixon Technologies (India) Limited,0.8493442994799794,8.00366566254127
436,DJML,DJ Mediaprint & Logistics Limited,-0.4321808510638335,-1.34470318137093
437,DLF,DLF Limited,3.1783869686134287,0.5432611648158469
438,DLINKINDIA,D-Link (India) Limited,0.6285355122564426,3.513337670787252
439,DMART,Avenue Supermarts Limited,-0.5340487413499193,0.9785429457560628
440,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,6.400839454354674,-0.866851595006935
441,DNAMEDIA,Diligent Media Corporation Limited,,
442,DODLA,Dodla Dairy Limited,-1.023002046004092,-0.927518427518422
443,DOLATALGO,Dolat Algotech Limited,-0.3900156006240139,-1.0802469135802513
444,DOLLAR,Dollar Industries Limited,-0.7755474452554694,0.4813201925280692
445,DONEAR,Donear Industries Limited,-0.5352798053527953,-1.4860977948226244
446,DPABHUSHAN,D. P. Abhushan Limited,2.0053253453153714,4.997378997029534
447,DPSCLTD,DPSC Limited,-1.7412935323383154,-2.663438256658582
448,DPWIRES,D P Wires Limited,0.2044025157232633,3.3642125792296516
449,DRCSYSTEMS,DRC Systems India Limited,,
450,DREAMFOLKS,Dreamfolks Services Limited,0.41392963196257865,-0.5992844364937429
451,DREDGECORP,Dredging Corporation of India Limited,0.6313131313131314,-0.7901329735980002
452,DRREDDY,Dr. Reddy's Laboratories Limited,0.11479458726128576,-0.6694712472897213
453,DSSL,Dynacons Systems & Solutions Limited,-0.21141649048627165,11.03286384976527
454,DTIL,Dhunseri Tea & Industries Limited,0.383574007220214,0.2488124858629192
455,DUCON,Ducon Infratechnologies Limited,,
456,DVL,Dhunseri Ventures Limited,1.360141927853348,1.0306198655713183
457,DWARKESH,Dwarikesh Sugar Industries Limited,0.604727872457391,0.0
458,DYCL,Dynamic Cables Limited,4.723630518115486,1.7744777246413317
459,DYNAMATECH,Dynamatic Technologies Limited,-1.2019042285074129,3.103201367395029
460,DYNPRO,Dynemic Products Limited,-1.45735876214464,-0.7500000000000081
461,E2E,E2E Networks Limited,,
462,EASEMYTRIP,Easy Trip Planners Limited,0.25806451612903597,1.1749347258485714
463,EASTSILK,Eastern Silk Industries Limited,,
464,ECLERX,eClerx Services Limited,-0.18230501908504634,-1.641824498487066
465,EDELWEISS,Edelweiss Financial Services Limited,-0.9314703925482406,-0.3315649867374005
466,EDUCOMP,Educomp Solutions Limited,,
467,EICHERMOT,Eicher Motors Limited,7.430869654605278,-0.1462701121404263
468,EIDPARRY,EID Parry India Limited,1.755860651909961,0.04672023920762474
469,EIFFL,Euro India Fresh Foods Limited,1.2393767705382437,0.2840909090908929
470,EIHAHOTELS,EIH Associated Hotels Limited,0.10223787345224253,0.410630774495256
471,EIHOTEL,EIH Limited,1.1219305673158364,-0.7145859604876069
472,EIMCOELECO,Eimco Elecon (India) Limited,,3.955232626274464
473,EKC,Everest Kanto Cylinder Limited,2.0232296740352322,-3.506869125090399
474,ELDEHSG,Eldeco Housing And Industries Limited,0.169935566097861,-0.8285934976476339
475,ELECON,Elecon Engineering Company Limited,1.7879062816886375,-0.6416375013256925
476,ELECTCAST,Electrosteel Castings Limited,-0.9296148738379788,-4.035683942225998
477,ELECTHERM,Electrotherm (India) Limited,,
478,ELGIEQUIP,Elgi Equipments Limited,-0.9495774380400723,-0.8660453732467331
479,ELGIRUBCO,Elgi Rubber Company Limited,,
480,ELIN,Elin Electronics Limited,-1.7439947351102187,0.4960317460317461
481,EMAMILTD,Emami Limited,-1.289259402869325,1.9065494418650555
482,EMAMIPAP,Emami Paper Mills Limited,-0.9582215408202378,0.23050326546291428
483,EMAMIREAL,Emami Realty Limited,14.480198019801977,12.378303198887352
484,EMIL,Electronics Mart India Limited,0.9562841530054619,-2.4866785079928926
485,EMKAY,Emkay Global Financial Services Limited,0.5084745762711816,3.3274956217162845
486,EMMBI,Emmbi Industries Limited,0.09828009828009268,0.0
487,EMUDHRA,eMudhra Limited,-0.2733734281027884,-0.3595554587055954
488,ENDURANCE,Endurance Technologies Limited,2.5570042269452906,-0.25238279046289974
489,ENERGYDEV,Energy Development Company Limited,0.5249343832020885,0.2631578947368458
490,ENGINERSIN,Engineers India Limited,4.387990762124696,2.710945442222975
491,ENIL,Entertainment Network (India) Limited,-0.6731287022078621,-2.5963808025177117
492,EPL,EPL Limited,0.8150789607743221,0.2809706257982178
493,EQUIPPP,Equippp Social Impact Technologies Limited,,
494,EQUITASBNK,Equitas Small Finance Bank Limited,-1.1035207566999594,1.331203407880724
495,ERIS,Eris Lifesciences Limited,-1.7327935222672015,-0.8987321457229955
496,EROSMEDIA,Eros International Media Limited,-1.8648018648018583,-2.500000000000003
497,ESABINDIA,Esab India Limited,0.15320844008273254,-0.7367416081582213
498,ESCORTS,Escorts Kubota Limited,0.25895419942593856,1.7426911722692962
499,ESSARSHPNG,Essar Shipping Limited,19.884726224783854,
500,ESSENTIA,Integra Essentia Limited,-0.7575757575757549,-0.7518796992481309
501,ESTER,Ester Industries Limited,-0.7222222222222285,-0.8264462809917356
502,ETHOSLTD,Ethos Limited,-5.3041291944686115,2.462224424077276
503,EUROTEXIND,Eurotex Industries and Exports Limited,,
504,EVEREADY,Eveready Industries India Limited,-0.40299366724236535,2.5989367985823844
505,EVERESTIND,Everest Industries Limited,1.0085507564130674,-0.09637709729705254
506,EXCEL,Excel Realty N Infra Limited,,
507,EXCELINDUS,Excel Industries Limited,0.6124131433282218,1.8655149661088202
508,EXIDEIND,Exide Industries Limited,0.8061749571183611,2.370500438981563
509,EXPLEOSOL,Expleo Solutions Limited,-0.1539882968894364,0.3244245326741886
510,EXXARO,Exxaro Tiles Limited,-2.0807324178110695,3.2660077352814882
511,FACT,Fertilizers and Chemicals Travancore Limited,2.601848681958234,2.9899160849023407
512,FAIRCHEMOR,Fairchem Organics Limited,0.6673988341640503,1.3528555527014259
513,FAZE3Q,Faze Three Limited,-0.9599827418832896,-1.6548212580884716
514,FCL,Fineotex Chemical Limited,1.81014232416746,-0.17931034482757993
515,FCONSUMER,Future Consumer Limited,,
516,FCSSOFT,FCS Software Solutions Limited,3.3898305084745637,0.0
517,FDC,FDC Limited,0.7805615006924393,0.8891146957957576
518,FEDERALBNK,The Federal Bank  Limited,3.5630252100840414,0.9501187648456095
519,FEL,Future Enterprises Limited,,
520,FELDVR,Future Enterprises Limited,,
521,FIBERWEB,Fiberweb (India) Limited,-0.7692307692307693,-1.8126888217522703
522,FIEMIND,Fiem Industries Limited,-0.9326683291770597,0.6778809942254582
523,FILATEX,Filatex India Limited,1.327885597548516,-0.3054989816700582
524,FINCABLES,Finolex Cables Limited,-0.6296061301186046,6.006829470198682
525,FINEORG,Fine Organic Industries Limited,-0.22644240309081784,1.2850826377887463
526,FINOPB,Fino Payments Bank Limited,-1.1592652042090243,-1.8038528896672426
527,FINPIPE,Finolex Industries Limited,0.9995124329595375,-0.677966101694918
528,FIVESTAR,Five-Star Business Finance Limited,1.3295152382900388,-2.369699793649731
529,FLEXITUFF,Flexituff Ventures International Limited,9.97706422018349,
530,FLFL,Future Lifestyle Fashions Limited,,
531,FLUOROCHEM,Gujarat Fluorochemicals Limited,0.7737520835161044,-0.04910299352893011
532,FMGOETZE,Federal-Mogul Goetze (India) Limited.,4.02612984935341,2.109991832289681
533,FMNL,Future Market Networks Limited,,
534,FOCUS,Focus Lighting and Fixtures Limited,0.515044727568456,-0.1353546291283162
535,FOODSIN,Foods & Inns Limited,1.5289620699794142,0.08828722778105103
536,FORCEMOT,FORCE MOTORS LTD,,
537,FORTIS,Fortis Healthcare Limited,0.924960917144349,-0.5699481865284944
538,FOSECOIND,Foseco India Limited,-0.6221015722203371,1.7581216010128595
539,FRETAIL,Future Retail Limited,,
540,FSC,Future Supply Chain Solutions Limited,,
541,FSL,Firstsource Solutions Limited,0.48158640226628574,-0.5913827090960356
542,FUSION,Fusion Micro Finance Limited,1.247927393315294,1.677018633540381
543,GABRIEL,Gabriel India Limited,0.7487018476029382,-2.1967639069328007
544,GAEL,Gujarat Ambuja Exports Limited,0.30344827586207523,-2.475114339521116
545,GAIL,GAIL (India) Limited,4.299889746416754,3.1463229719484502
546,GAL,Gyscoal Alloys Limited,,
547,GALAXYSURF,Galaxy Surfactants Limited,-0.033778378282274105,-1.2569121390327458
548,GALLANTT,Gallantt Ispat Limited,-0.6163328197226444,1.0378827192527245
549,GANDHITUBE,Gandhi Special Tubes Limited,0.4922434367541868,-0.3863298662704343
550,GANECOS,Ganesha Ecosphere Limited,-1.9917513328639038,-0.5303181909145441
551,GANESHBE,Ganesh Benzoplast Limited,0.8947855600123348,-4.78848413631021
552,GANESHHOUC,Ganesh Housing Corporation Limited,-0.11485451761102314,1.5025906735751324
553,GANGAFORGE,Ganga Forging Limited,,
554,GANGESSECU,Ganges Securities Limited,-2.9680365296803695,1.5848473134905383
555,GANGOTRI,Gangotri Textiles Limited,,
556,GARFIBRES,Garware Technical Fibres Limited,-0.9514151928181601,-1.3316069037564557
557,GATEWAY,Gateway Distriparks Limited,-0.8801955990220104,-0.9205426356589174
558,GATI,GATI Limited,,
559,GAYAHWS,Gayatri Highways Limited,,
560,GAYAPROJ,Gayatri Projects Limited,,
561,GEECEE,GeeCee Ventures Limited,-1.2974531475252227,0.2649963864129043
562,GEEKAYWIRE,Geekay Wires Limited,,
563,GENCON,Generic Engineering Construction and Projects Limited,,
564,GENESYS,Genesys International Corporation Limited,0.5449261322354081,0.06058403004967891
565,GENUSPAPER,Genus Paper & Boards Limited,-0.25575447570332843,-0.508905852417292
566,GENUSPOWER,Genus Power Infrastructures Limited,1.8733850129199063,4.996608636671934
567,GEOJITFSL,Geojit Financial Services Limited,-0.14825796886583917,0.6716417910447804
568,GEPIL,GE Power India Limited,2.2277790406910687,-3.382385240500776
569,GESHIP,The Great Eastern Shipping Company Limited,2.5536320239259136,-0.7081263205984731
570,GET&D,GE T&D India Limited,,
571,GFLLIMITED,GFL Limited,1.0251153254741159,0.0
572,GFSTEELS,Grand Foundry Limited,,
573,GHCL,GHCL Limited,0.8120544978796355,0.5169599129330715
574,GICHSGFIN,GIC Housing Finance Limited,2.4906600249066,-0.5942064867541414
575,GICRE,General Insurance Corporation of India,1.5477354187031607,-3.95869191049915
576,GILLANDERS,Gillanders Arbuthnot & Company Limited,4.106392907139516,-1.9670631290027372
577,GILLETTE,Gillette India Limited,0.5876723271982288,-0.6841997769084568
578,GINNIFILA,Ginni Filaments Limited,0.2857142857142898,4.947526236881554
579,GIPCL,Gujarat Industries Power Company Limited,2.9082096334444003,4.034037188780337
580,GISOLUTION,GI Engineering Solutions Limited,,
581,GKWLIMITED,GKW Limited,,
582,GLAND,Gland Pharma Limited,-0.08290269986459227,1.9553151325613398
583,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,1.0428150046181808,1.2702914730553487
584,GLENMARK,Glenmark Pharmaceuticals Limited,-2.125914711077469,1.6218988396692064
585,GLFL,Gujarat Lease Financing Limited,0.0,0.0
586,GLOBAL,Global Education Limited,-0.999666777740753,-2.9430789133246984
587,GLOBALVECT,Global Vectra Helicorp Limited,2.0907700152983146,-0.15274949083503633
588,GLOBE,Globe Textiles (India) Limited,,
589,GLOBUSSPR,Globus Spirits Limited,0.07161186369875547,-0.15491866769945237
590,GLS,Glenmark Life Sciences Limited,0.5338357669963852,1.0791937787652681
591,GMBREW,GM Breweries Limited,3.026606693603724,0.6059211535511652
592,GMDCLTD,Gujarat Mineral Development Corporation Limited,3.020496224379725,1.3483965014577148
593,GMMPFAUDLR,GMM Pfaudler Limited,0.10674494629394282,0.5197330919089294
594,GMRINFRA,GMR Airports Infrastructure Limited,2.2988505747126418,1.8394648829431464
595,GMRP&UI,GMR Power and Urban Infra Limited,-0.8130081300812877,-1.6000000000000065
596,GNA,GNA Axles Limited,3.5281539558089867,1.2874503669835076
597,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,1.2162162162162098,2.3513139695712275
598,GOACARBON,Goa Carbon Limited,0.5566528999820476,-0.3043322592194854
599,GOCLCORP,GOCL Corporation Limited,-0.24100852799405903,0.6343283582089511
600,GOCOLORS,Go Fashion (India) Limited,1.499549007817184,0.06393140536272697
601,GODFRYPHLP,Godfrey Phillips India Limited,1.3233060958854712,2.459805882788766
602,GODHA,Godha Cabcon & Insulation Limited,,
603,GODREJAGRO,Godrej Agrovet Limited,0.7054848966613695,0.36900369003689354
604,GODREJCP,Godrej Consumer Products Limited,1.5944997074312375,1.7060107121602899
605,GODREJIND,Godrej Industries Limited,0.0,-0.06172363243576534
606,GODREJPROP,Godrej Properties Limited,2.2935412383520584,-0.21580433740075422
607,GOENKA,Goenka Diamond and Jewels Limited,,
608,GOKEX,Gokaldas Exports Limited,4.573728503476033,-2.432680538555694
609,GOKUL,Gokul Refoils and Solvent Limited,-0.9557945041815976,0.23952095808383575
610,GOKULAGRO,Gokul Agro Resources Limited,0.876494023904378,0.7223113964687045
611,GOLDENTOBC,Golden Tobacco Limited,,
612,GOLDIAM,Goldiam International Limited,-5.295091009376736,-0.13770311209033323
613,GOLDTECH,Goldstone Technologies Limited,,
614,GOODLUCK,Goodluck India Limited,1.3776010144676847,-0.7891576599759795
615,GOODYEAR,Goodyear India Limited,,
616,GOYALALUM,Goyal Aluminiums Limited,,
617,GPIL,Godawari Power And Ispat limited,1.9842728007643122,-0.9463492756788237
618,GPPL,Gujarat Pipavav Port Limited,2.180794934927889,0.8156028368794366
619,GPTINFRA,GPT Infraprojects Limited,,
620,GRANULES,Granules India Limited,-0.34364261168385457,-1.6768864973094704
621,GRAPHITE,Graphite India Limited,3.5412158174306403,1.0637240282334273
622,GRASIM,Grasim Industries Limited,1.8303117482205236,0.5285596748859314
623,GRAUWEIL,Grauer & Weil (India) Limited,,
624,GRAVITA,Gravita India Limited,0.8548168249660828,-1.1666890170309736
625,GREAVESCOT,Greaves Cotton Limited,5.60606060606061,-0.075700227100677
626,GREENLAM,Greenlam Industries Limited,3.441084462982285,-1.1764705882352982
627,GREENPANEL,Greenpanel Industries Limited,-0.9132420091324169,1.3888888888888755
628,GREENPLY,Greenply Industries Limited,-0.4480955937266645,2.1877384889341043
629,GREENPOWER,Orient Green Power Company Limited,4.96613995485328,4.976303317535531
630,GRINDWELL,Grindwell Norton Limited,1.7591275486012286,0.6995010385083721
631,GRINFRA,G R Infraprojects Limited,2.729575983555615,0.9604247104247149
632,GRMOVER,GRM Overseas Limited,-0.8436593725283387,0.503444621091689
633,GROBTEA,The Grob Tea Company Limited,5.109650334198752,0.8860900579580842
634,GRPLTD,GRP Limited,2.7271728381496616,-0.6245768819200358
635,GRSE,Garden Reach Shipbuilders & Engineers Limited,0.67583732057416,-1.3103529689529008
636,GRWRHITECH,Garware Hi-Tech Films Limited,1.6900408308183883,-0.7295925560411609
637,GSFC,Gujarat State Fertilizers & Chemicals Limited,11.151264842540023,0.2587991718426501
638,GSLSU,Global Surfaces Limited,-1.883519206939287,-1.8486986134760452
639,GSPL,Gujarat State Petronet Limited,-0.6875214850464078,0.8318890814557981
640,GSS,GSS Infotech Limited,-1.1185086551264949,-1.1842105263157896
641,GTL,GTL Limited,,
642,GTLINFRA,GTL Infrastructure Limited,4.761904761904765,0.0
643,GTPL,GTPL Hathway Limited,1.7573696145124682,-0.7874015748031528
644,GUFICBIO,Gufic Biosciences Limited,2.1541775657793507,-2.7823485415108484
645,GUJALKALI,Gujarat Alkalies and Chemicals Limited,2.862858719646799,0.9330176855591048
646,GUJAPOLLO,Gujarat Apollo Industries Limited,0.387067395264114,-0.45330915684496825
647,GUJGASLTD,Gujarat Gas Limited,1.7970279921668035,0.20778021470622973
648,GUJRAFFIA,Gujarat Raffia Industries Limited,,
649,GULFOILLUB,Gulf Oil Lubricants India Limited,-0.47197211733952943,-1.134242641780327
650,GULFPETRO,GP Petroleums Limited,,
651,GULPOLY,Gulshan Polyols Limited,8.31712062256809,-1.8849916487711844
652,GVKPIL,GVK Power & Infrastructure Limited,,
653,HAL,Hindustan Aeronautics Limited,2.3210478221139237,3.464576855197908
654,HAPPSTMNDS,Happiest Minds Technologies Limited,0.15516829792314016,0.13745293730950545
655,HARDWYN,Hardwyn India Limited,-1.4440433212996253,-0.12019230769231794
656,HARIOMPIPE,Hariom Pipe Industries Limited,2.9771398192450858,0.4731018695154555
657,HARRMALAYA,Harrisons  Malayalam Limited,4.02549480040255,2.0890410958904186
658,HARSHA,Harsha Engineers International Limited,-0.7284451874850756,1.9727228446176244
659,HATHWAY,Hathway Cable & Datacom Limited,0.7594936708860687,-1.496259351620951
660,HATSUN,Hatsun Agro Product Limited,-0.8259153895567587,-0.04127872311150258
661,HAVELLS,Havells India Limited,0.09524172349422835,0.7523125935592795
662,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,,
663,HBLPOWER,HBL Power Systems Limited,4.820218863991662,6.655550923996106
664,HBSL,HB Stockholdings Limited,,
665,HCC,Hindustan Construction Company Limited,0.8488964346349746,-1.669449081803005
666,HCG,Healthcare Global Enterprises Limited,0.9158009841443318,-1.0549093859886334
667,HCL-INSYS,HCL Infosystems Limited,1.461988304093567,0.29325513196481356
668,HCLTECH,HCL Technologies Limited,0.09351387745941497,-0.31322246252517305
669,HDFC,Housing Development Finance Corporation Limited,,
670,HDFCAMC,HDFC Asset Management Company Limited,0.8708867676439951,-1.3975181424795
671,HDFCBANK,HDFC Bank Limited,3.4717757490034717,-0.2181164998716874
672,HDFCLIFE,HDFC Life Insurance Company Limited,-1.0554863299860635,-1.2450235251538215
673,HDIL,Housing Development and Infrastructure Limited,,
674,HEADSUP,Heads UP Ventures Limited,0.39370078740158043,0.395256916996039
675,HECPROJECT,HEC Infra Projects Limited,0.2678571428571403,2.5641025641025617
676,HEG,HEG Limited,7.999518825935283,1.4708574916081727
677,HEIDELBERG,HeidelbergCement India Limited,-1.161909573124518,2.964889466840046
678,HEMIPROP,Hemisphere Properties India Limited,1.3225569434239615,-0.2930402930402972
679,HERANBA,Heranba Industries Limited,-0.08566533409480621,-0.05707762557077301
680,HERCULES,Hercules Hoists Limited,1.1193507765496011,2.2460658082975744
681,HERITGFOOD,Heritage Foods Limited,1.0266080033521845,0.16789087093389535
682,HEROMOTOCO,Hero MotoCorp Limited,0.986702127659572,-1.5461960435186808
683,HESTERBIO,Hester Biosciences Limited,0.5596139668923086,0.44429485021877546
684,HEUBACHIND,Heubach Colorants India Limited,2.971292740903273,-0.5636363636363678
685,HEXATRADEX,Hexa Tradex Limited,7.113115891741846,-0.03468609087756599
686,HFCL,HFCL Limited,1.423220973782776,0.1500375093773358
687,HGINFRA,H.G. Infra Engineering Limited,-1.9887516669565695,1.464878220967178
688,HGS,Hinduja Global Solutions Limited,-1.5103221693718412,1.2813508815495385
689,HIKAL,Hikal Limited,0.38739214650467435,0.15873015873015472
690,HIL,HIL Limited,0.6052745352356248,5.693657466642295
691,HILTON,Hilton Metal Forging Limited,0.035198873636031636,-0.10548523206749456
692,HIMATSEIDE,Himatsingka Seide Limited,2.4846625766871235,-2.424423825202042
693,HINDALCO,Hindalco Industries Limited,0.39636504253672744,0.30059148647339634
694,HINDCOMPOS,Hindustan Composites Limited,2.3804251550044286,-0.20992155562920972
695,HINDCON,Hindcon Chemicals Limited,-1.3550135501355014,1.0958904109589003
696,HINDCOPPER,Hindustan Copper Limited,1.4525776132155983,1.444669170759896
697,HINDMOTORS,Hindustan Motors Limited,2.017291066282408,-0.2873563218390641
698,HINDNATGLS,Hindusthan National Glass & Industries Limited,,
699,HINDOILEXP,Hindustan Oil Exploration Company Limited,0.49291435613061174,1.0270774976657364
700,HINDPETRO,Hindustan Petroleum Corporation Limited,8.956735638836633,-0.5325273459988388
701,HINDUNILVR,Hindustan Unilever Limited,1.507616094240637,0.7110447643927602
702,HINDWAREAP,Hindware Home Innovation Limited,-1.6702840426535854,2.1299151888974692
703,HINDZINC,Hindustan Zinc Limited,5.9137098117607865,0.3007518796992405
704,HIRECT,Hind Rectifiers Limited,2.8252299605781945,-0.6121949228634398
705,HISARMETAL,Hisar Metal Industries Limited,-1.4528441270623083,2.9926451940147123
706,HITECH,Hi-Tech Pipes Limited,5.670350792888041,-2.2086466165413614
707,HITECHCORP,Hitech Corporation Limited,4.35344032466335,-0.8051235132662355
708,HITECHGEAR,The Hi-Tech Gears Limited,4.024701873935259,-0.9596119371506812
709,HLEGLAS,HLE Glascoat Limited,-0.17548720790616892,1.0641276953234473
710,HLVLTD,HLV LIMITED,4.203539823008846,-0.6593406593406531
711,HMT,HMT Limited,,
712,HMVL,Hindustan Media Ventures Limited,0.06257822277846953,-2.382406841783737
713,HNDFDS,Hindustan Foods Limited,0.15772870662460992,0.9837908741684624
714,HOMEFIRST,Home First Finance Company India Limited,2.859783613331166,2.3596193444265046
715,HONAUT,Honeywell Automation India Limited,-0.17693710690107656,0.07161672366448452
716,HONDAPOWER,Honda India Power Products Limited,-0.11266527783683053,-2.2605443590276373
717,HOVS,HOV Services Limited,-1.40148392415499,0.24793388429751828
718,HPAL,HP Adhesives Limited,-1.4167073766487432,-0.24366471734892792
719,HPIL,Hindprakash Industries Limited,,
720,HPL,HPL Electric & Power Limited,0.17102369899828698,0.22037218413321114
721,HSCL,Himadri Speciality Chemical Limited,1.5890820714152178,-2.2835221044939713
722,HTMEDIA,HT Media Limited,-2.409638554216859,2.0491803278688527
723,HUBTOWN,Hubtown Limited,4.973037747153974,4.968553459119501
724,HUDCO,Housing & Urban Development Corporation Limited,2.626970227670753,-0.11661807580174263
725,HUHTAMAKI,Huhtamaki India Limited,-1.6010673782521718,-0.580334936163157
726,HYBRIDFIN,Hybrid Financial Services Limited,,
727,IBREALEST,Indiabulls Real Estate Limited,0.7854984894259888,-0.18094089264174387
728,IBULHSGFIN,Indiabulls Housing Finance Limited,-0.7128810226155443,-0.36737692872887584
729,ICDSLTD,ICDS Limited,,
730,ICEMAKE,Ice Make Refrigeration Limited,0.8407643312101988,2.4447537845832525
731,ICICIBANK,ICICI Bank Limited,4.700538713425583,1.2567516979517621
732,ICICIGI,ICICI Lombard General Insurance Company Limited,0.9089973587623914,-1.5101351351351289
733,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,0.8052970651395849,-0.6754354781372321
734,ICIL,Indo Count Industries Limited,-1.7449445531637384,-0.888960724098917
735,ICRA,ICRA Limited,0.3113643419346625,0.29304566017692635
736,IDBI,IDBI Bank Limited,1.3600000000000023,0.0
737,IDEA,Vodafone Idea Limited,-0.7547169811320728,1.5325670498084236
738,IDFC,IDFC Limited,1.7647058823529362,0.4643309413254514
739,IDFCFIRSTB,IDFC First Bank Limited,0.9872241579558751,1.056338028169004
740,IEL,Indiabulls Enterprises Limited,,
741,IEX,Indian Energy Exchange Limited,1.5767344078486334,-0.7994438651372998
742,IFBAGRO,IFB Agro Industries Limited,-0.5496214870890754,2.356437745462258
743,IFBIND,IFB Industries Limited,0.4421735285447577,-0.2450499901980004
744,IFCI,IFCI Limited,13.545816733067722,-1.1811023622047132
