,SYMBOL,NAME OF COMPANY,cm01JAN2024bhav.csv
468,EIDPARRY,EID Parry India Limited,0.6554138983659503
469,EIFFL,Euro India Fresh Foods Limited,1.989892608970295
470,EIHAHOTELS,EIH Associated Hotels Limited,1.9266154345708484
471,EIHOTEL,EIH Limited,0.5410821643286551
472,EIMCOELECO,Eimco Elecon (India) Limited,
473,EKC,Everest Kanto Cylinder Limited,-0.07870916961825605
474,ELDEHSG,Eldeco Housing And Industries Limited,0.29651082609294954
475,ELECON,Elecon Engineering Company Limited,1.1273531474189473
476,ELECTCAST,Electrosteel Castings Limited,1.219512195121946
477,ELECTHERM,Electrotherm (India) Limited,
478,ELGIEQUIP,Elgi Equipments Limited,-0.45909466531998905
479,ELGIRUBCO,Elgi Rubber Company Limited,
480,ELIN,Elin Electronics Limited,2.367264119039567
481,EMAMILTD,Emami Limited,1.5875831485587664
482,EMAMIPAP,Emami Paper Mills Limited,3.0710980227177167
483,EMAMIREAL,Emami Realty Limited,
484,EMIL,Electronics Mart India Limited,-0.440313111545991
485,EMKAY,Emkay Global Financial Services Limited,
486,EMMBI,Emmbi Industries Limited,0.4805382027871216
487,EMUDHRA,eMudhra Limited,1.04097452934662
488,ENDURANCE,Endurance Technologies Limited,-0.1784605834885188
489,ENERGYDEV,Energy Development Company Limited,
490,ENGINERSIN,Engineers India Limited,6.007582385535148
491,ENIL,Entertainment Network (India) Limited,0.7395234182415744
492,EPL,EPL Limited,-0.7429420505200593
493,EQUIPPP,Equippp Social Impact Technologies Limited,
494,EQUITASBNK,Equitas Small Finance Bank Limited,1.9905213270142126
495,ERIS,Eris Lifesciences Limited,-0.4615384615384665
496,EROSMEDIA,Eros International Media Limited,0.0
497,ESABINDIA,Esab India Limited,-0.7098227568325753
498,ESCORTS,Escorts Kubota Limited,-0.5614964298883712
499,ESSARSHPNG,Essar Shipping Limited,5.000000000000004
500,ESSENTIA,Integra Essentia Limited,5.71428571428572
501,ESTER,Ester Industries Limited,7.207207207207214
502,ETHOSLTD,Ethos Limited,3.7845601436265794
503,EUROTEXIND,Eurotex Industries and Exports Limited,-0.847457627118656
504,EVEREADY,Eveready Industries India Limited,2.7300303336703875
505,EVERESTIND,Everest Industries Limited,-0.3270824247710423
506,EXCEL,Excel Realty N Infra Limited,
507,EXCELINDUS,Excel Industries Limited,4.768985076270715
508,EXIDEIND,Exide Industries Limited,1.3056473179172494
509,EXPLEOSOL,Expleo Solutions Limited,1.1663266484468118
510,EXXARO,Exxaro Tiles Limited,0.9523809523809474
511,FACT,Fertilizers and Chemicals Travancore Limited,1.948374286423436
512,FAIRCHEMOR,Fairchem Organics Limited,1.0133396667062466
513,FAZE3Q,Faze Three Limited,1.976417742841103
514,FCL,Fineotex Chemical Limited,2.0343205092720638
515,FCONSUMER,Future Consumer Limited,
516,FCSSOFT,FCS Software Solutions Limited,2.4096385542168584
517,FDC,FDC Limited,-0.5675368898978433
518,FEDERALBNK,The Federal Bank  Limited,0.25616394492475547
519,FEL,Future Enterprises Limited,
520,FELDVR,Future Enterprises Limited,
521,FIBERWEB,Fiberweb (India) Limited,2.529761904761909
522,FIEMIND,Fiem Industries Limited,-2.0283637230365956
523,FILATEX,Filatex India Limited,-0.4069175991861561
524,FINCABLES,Finolex Cables Limited,-1.6414909039891672
525,FINEORG,Fine Organic Industries Limited,-0.31738060563451376
526,FINOPB,Fino Payments Bank Limited,2.931596091205225
527,FINPIPE,Finolex Industries Limited,-0.07109004739336762
528,FIVESTAR,Five-Star Business Finance Limited,-0.027214587018632712
529,FLEXITUFF,Flexituff Ventures International Limited,0.5819592628516087
530,FLFL,Future Lifestyle Fashions Limited,
531,FLUOROCHEM,Gujarat Fluorochemicals Limited,3.06818949787119
532,FMGOETZE,Federal-Mogul Goetze (India) Limited.,1.4279772632746526
533,FMNL,Future Market Networks Limited,-2.439024390243908
534,FOCUS,Focus Lighting and Fixtures Limited,-0.3392705682781987
535,FOODSIN,Foods & Inns Limited,0.7497656982192993
536,FORCEMOT,FORCE MOTORS LTD,
537,FORTIS,Fortis Healthcare Limited,4.866412213740466
538,FOSECOIND,Foseco India Limited,-1.6842572177792898
539,FRETAIL,Future Retail Limited,
540,FSC,Future Supply Chain Solutions Limited,
541,FSL,Firstsource Solutions Limited,0.16229375169056606
542,FUSION,Fusion Micro Finance Limited,1.7349063150589867
543,GABRIEL,Gabriel India Limited,2.4675655049605667
544,GAEL,Gujarat Ambuja Exports Limited,-1.3349679880125416
545,GAIL,GAIL (India) Limited,2.529302899444784
546,GAL,Gyscoal Alloys Limited,
547,GALAXYSURF,Galaxy Surfactants Limited,-0.05584076375754956
548,GALLANTT,Gallantt Ispat Limited,-0.5839822024471698
549,GANDHITUBE,Gandhi Special Tubes Limited,-0.4184100418410135
550,GANECOS,Ganesha Ecosphere Limited,0.316181345300618
551,GANESHBE,Ganesh Benzoplast Limited,0.09293680297398121
552,GANESHHOUC,Ganesh Housing Corporation Limited,1.524426839515056
553,GANGAFORGE,Ganga Forging Limited,
554,GANGESSECU,Ganges Securities Limited,0.4836759371221351
555,GANGOTRI,Gangotri Textiles Limited,
556,GARFIBRES,Garware Technical Fibres Limited,-0.3579916815210987
557,GATEWAY,Gateway Distriparks Limited,0.6743737957610818
558,GATI,GATI Limited,
559,GAYAHWS,Gayatri Highways Limited,
560,GAYAPROJ,Gayatri Projects Limited,
561,GEECEE,GeeCee Ventures Limited,-0.6340183646698683
562,GEEKAYWIRE,Geekay Wires Limited,
563,GENCON,Generic Engineering Construction and Projects Limited,
564,GENESYS,Genesys International Corporation Limited,5.060975609756098
565,GENUSPAPER,Genus Paper & Boards Limited,0.7792207792207718
566,GENUSPOWER,Genus Power Infrastructures Limited,0.646551724137931
567,GEOJITFSL,Geojit Financial Services Limited,1.9181585677749362
568,GEPIL,GE Power India Limited,0.13186813186813687
569,GESHIP,The Great Eastern Shipping Company Limited,-0.42485667485667256
570,GET&D,GE T&D India Limited,
571,GFLLIMITED,GFL Limited,1.286008230452675
572,GFSTEELS,Grand Foundry Limited,
573,GHCL,GHCL Limited,4.337349397590369
574,GICHSGFIN,GIC Housing Finance Limited,3.3325565136331754
575,GICRE,General Insurance Corporation of India,1.2660282421684717
576,GILLANDERS,Gillanders Arbuthnot & Company Limited,2.430243024302433
577,GILLETTE,Gillette India Limited,-0.11569164320697235
578,GINNIFILA,Ginni Filaments Limited,1.388888888888884
579,GIPCL,Gujarat Industries Power Company Limited,4.161882893226177
580,GISOLUTION,GI Engineering Solutions Limited,
581,GKWLIMITED,GKW Limited,
582,GLAND,Gland Pharma Limited,-0.932709794751886
583,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,2.8132655480336046
584,GLENMARK,Glenmark Pharmaceuticals Limited,0.19907488728847494
585,GLFL,Gujarat Lease Financing Limited,4.1666666666666705
586,GLOBAL,Global Education Limited,-1.1327669498583965
587,GLOBALVECT,Global Vectra Helicorp Limited,-1.1818528402592539
588,GLOBE,Globe Textiles (India) Limited,
589,GLOBUSSPR,Globus Spirits Limited,0.5896496450652596
590,GLS,Glenmark Life Sciences Limited,-0.28156152499808373
591,GMBREW,GM Breweries Limited,2.182849043231747
592,GMDCLTD,Gujarat Mineral Development Corporation Limited,6.326781326781326
593,GMMPFAUDLR,GMM Pfaudler Limited,-1.1880389602332706
594,GMRINFRA,GMR Airports Infrastructure Limited,-0.2482929857231569
595,GMRP&UI,GMR Power and Urban Infra Limited,-3.3837934105075664
596,GNA,GNA Axles Limited,0.8762075937991411
597,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,5.473264696114254
598,GOACARBON,Goa Carbon Limited,-0.04372158097236796
599,GOCLCORP,GOCL Corporation Limited,0.5496624879460024
600,GOCOLORS,Go Fashion (India) Limited,-1.965327155069117
601,GODFRYPHLP,Godfrey Phillips India Limited,-0.7729331152049567
602,GODHA,Godha Cabcon & Insulation Limited,
603,GODREJAGRO,Godrej Agrovet Limited,-0.02690824289175548
604,GODREJCP,Godrej Consumer Products Limited,1.2022630834511943
605,GODREJIND,Godrej Industries Limited,4.761904761904753
606,GODREJPROP,Godrej Properties Limited,-0.5612536320063554
607,GOENKA,Goenka Diamond and Jewels Limited,
608,GOKEX,Gokaldas Exports Limited,-1.4832304153045162
609,GOKUL,Gokul Refoils and Solvent Limited,13.160333642261342
610,GOKULAGRO,Gokul Agro Resources Limited,0.3626107977437574
611,GOLDENTOBC,Golden Tobacco Limited,
612,GOLDIAM,Goldiam International Limited,1.1726766344180592
613,GOLDTECH,Goldstone Technologies Limited,
614,GOODLUCK,Goodluck India Limited,6.447669164939135
615,GOODYEAR,Goodyear India Limited,
616,GOYALALUM,Goyal Aluminiums Limited,
617,GPIL,Godawari Power And Ispat limited,2.4839796525070956
618,GPPL,Gujarat Pipavav Port Limited,3.6262659261679078
619,GPTINFRA,GPT Infraprojects Limited,
620,GRANULES,Granules India Limited,1.5661610556172212
621,GRAPHITE,Graphite India Limited,0.272628135223555
622,GRASIM,Grasim Industries Limited,-0.3513209668353007
623,GRAUWEIL,Grauer & Weil (India) Limited,
624,GRAVITA,Gravita India Limited,-1.2133375906582293
625,GREAVESCOT,Greaves Cotton Limited,2.764067127344533
626,GREENLAM,Greenlam Industries Limited,1.6585457271364359
627,GREENPANEL,Greenpanel Industries Limited,-2.0551144325081765
628,GREENPLY,Greenply Industries Limited,0.0
629,GREENPOWER,Orient Green Power Company Limited,4.816513761467893
630,GRINDWELL,Grindwell Norton Limited,1.3095186982096088
631,GRINFRA,G R Infraprojects Limited,-0.9526306589757114
632,GRMOVER,GRM Overseas Limited,0.8982826948480784
633,GROBTEA,The Grob Tea Company Limited,1.139663580077814
634,GRPLTD,GRP Limited,1.9771071800208115
635,GRSE,Garden Reach Shipbuilders & Engineers Limited,0.06298310907528824
636,GRWRHITECH,Garware Hi-Tech Films Limited,-0.8381482274056637
637,GSFC,Gujarat State Fertilizers & Chemicals Limited,13.400994200497099
638,GSLSU,Global Surfaces Limited,2.9730480689080427
639,GSPL,Gujarat State Petronet Limited,4.60784313725491
640,GSS,GSS Infotech Limited,0.10749798441278613
641,GTL,GTL Limited,19.662921348314605
642,GTLINFRA,GTL Infrastructure Limited,3.8461538461538494
643,GTPL,GTPL Hathway Limited,-1.805337519623228
644,GUFICBIO,Gufic Biosciences Limited,-0.6004108073945259
645,GUJALKALI,Gujarat Alkalies and Chemicals Limited,4.36433859028001
646,GUJAPOLLO,Gujarat Apollo Industries Limited,8.008450163241775
647,GUJGASLTD,Gujarat Gas Limited,4.8754062838569885
648,GUJRAFFIA,Gujarat Raffia Industries Limited,
649,GULFOILLUB,Gulf Oil Lubricants India Limited,0.98823856914189
650,GULFPETRO,GP Petroleums Limited,
651,GULPOLY,Gulshan Polyols Limited,-0.37834003310474484
652,GVKPIL,GVK Power & Infrastructure Limited,4.975124378109452
653,HAL,Hindustan Aeronautics Limited,0.7970756062767443
654,HAPPSTMNDS,Happiest Minds Technologies Limited,0.8481669549690334
655,HARDWYN,Hardwyn India Limited,-0.6142506142506142
656,HARIOMPIPE,Hariom Pipe Industries Limited,0.15985932379506035
657,HARRMALAYA,Harrisons  Malayalam Limited,
658,HARSHA,Harsha Engineers International Limited,-0.07631645891630917
659,HATHWAY,Hathway Cable & Datacom Limited,2.122641509433959
660,HATSUN,Hatsun Agro Product Limited,0.5884161067931162
661,HAVELLS,Havells India Limited,-0.42033700062136775
662,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,
663,HBLPOWER,HBL Power Systems Limited,-0.14894592117323036
664,HBSL,HB Stockholdings Limited,
665,HCC,Hindustan Construction Company Limited,1.2237762237762164
666,HCG,Healthcare Global Enterprises Limited,-0.05471956224349894
667,HCL-INSYS,HCL Infosystems Limited,3.2019704433497465
668,HCLTECH,HCL Technologies Limited,1.2038742241320572
669,HDFC,Housing Development Finance Corporation Limited,
670,HDFCAMC,HDFC Asset Management Company Limited,0.5085803432137342
671,HDFCBANK,HDFC Bank Limited,-0.6523328945443961
672,HDFCLIFE,HDFC Life Insurance Company Limited,0.3092624091541673
673,HDIL,Housing Development and Infrastructure Limited,
674,HEADSUP,Heads UP Ventures Limited,-0.649350649350647
675,HECPROJECT,HEC Infra Projects Limited,
676,HEG,HEG Limited,1.0192050724447848
677,HEIDELBERG,HeidelbergCement India Limited,0.04297378599055554
678,HEMIPROP,Hemisphere Properties India Limited,0.03263707571802309
679,HERANBA,Heranba Industries Limited,1.3318256062319416
680,HERCULES,Hercules Hoists Limited,2.4626334519572888
681,HERITGFOOD,Heritage Foods Limited,0.34619188921859917
682,HEROMOTOCO,Hero MotoCorp Limited,-0.5073015182809726
683,HESTERBIO,Hester Biosciences Limited,0.07545099115165024
684,HEUBACHIND,Heubach Colorants India Limited,-2.0614183915846587
685,HEXATRADEX,Hexa Tradex Limited,-0.16249593760155998
686,HFCL,HFCL Limited,0.47534165181222987
687,HGINFRA,H.G. Infra Engineering Limited,0.10028906849153711
688,HGS,Hinduja Global Solutions Limited,0.4850444624090495
689,HIKAL,Hikal Limited,-1.2337555518999836
690,HIL,HIL Limited,1.9707847597384234
691,HILTON,Hilton Metal Forging Limited,18.978423601937468
692,HIMATSEIDE,Himatsingka Seide Limited,2.4739195230998545
693,HINDALCO,Hindalco Industries Limited,-0.7237537610799456
694,HINDCOMPOS,Hindustan Composites Limited,-0.7518796992481153
695,HINDCON,Hindcon Chemicals Limited,
696,HINDCOPPER,Hindustan Copper Limited,-0.7856751324684734
697,HINDMOTORS,Hindustan Motors Limited,2.9585798816568047
698,HINDNATGLS,Hindusthan National Glass & Industries Limited,
699,HINDOILEXP,Hindustan Oil Exploration Company Limited,-0.1921493274773507
700,HINDPETRO,Hindustan Petroleum Corporation Limited,0.17548257708700063
701,HINDUNILVR,Hindustan Unilever Limited,-0.34535182717392665
702,HINDWAREAP,Hindware Home Innovation Limited,-0.9333857339359403
703,HINDZINC,Hindustan Zinc Limited,0.0943247916994219
704,HIRECT,Hind Rectifiers Limited,-2.361111111111111
705,HISARMETAL,Hisar Metal Industries Limited,-1.985780828634461
706,HITECH,Hi-Tech Pipes Limited,0.8695652173913043
707,HITECHCORP,Hitech Corporation Limited,0.3908540160250258
708,HITECHGEAR,The Hi-Tech Gears Limited,4.155759162303667
709,HLEGLAS,HLE Glascoat Limited,-0.5186145582515196
710,HLVLTD,HLV LIMITED,6.493506493506494
711,HMT,HMT Limited,
712,HMVL,Hindustan Media Ventures Limited,0.16510731975784887
713,HNDFDS,Hindustan Foods Limited,-0.5085653104925094
714,HOMEFIRST,Home First Finance Company India Limited,0.2419094720997742
715,HONAUT,Honeywell Automation India Limited,1.7450538714142265
716,HONDAPOWER,Honda India Power Products Limited,-0.5375332036560776
717,HOVS,HOV Services Limited,
718,HPAL,HP Adhesives Limited,1.2974051896207557
719,HPIL,Hindprakash Industries Limited,
720,HPL,HPL Electric & Power Limited,9.981924081140802
721,HSCL,Himadri Speciality Chemical Limited,7.07592891760904
722,HTMEDIA,HT Media Limited,1.9646365422396856
723,HUBTOWN,Hubtown Limited,-0.06002400960383813
724,HUDCO,Housing & Urban Development Corporation Limited,2.5009924573243283
725,HUHTAMAKI,Huhtamaki India Limited,2.8755663994423144
726,HYBRIDFIN,Hybrid Financial Services Limited,
727,IBREALEST,Indiabulls Real Estate Limited,0.7458405048766396
728,IBULHSGFIN,Indiabulls Housing Finance Limited,-0.34602076124567477
729,ICDSLTD,ICDS Limited,
730,ICEMAKE,Ice Make Refrigeration Limited,-0.2918287937743117
731,ICICIBANK,ICICI Bank Limited,0.2809552478426605
732,ICICIGI,ICICI Lombard General Insurance Company Limited,1.2041405534821588
733,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,-0.54220809572777
734,ICIL,Indo Count Industries Limited,-2.761084943966217
735,ICRA,ICRA Limited,-2.1137287468857844
736,IDBI,IDBI Bank Limited,0.2967359050444935
737,IDEA,Vodafone Idea Limited,6.25
738,IDFC,IDFC Limited,-0.9080142123963724
739,IDFCFIRSTB,IDFC First Bank Limited,-1.2373453318335303
740,IEL,Indiabulls Enterprises Limited,
741,IEX,Indian Energy Exchange Limited,0.0
742,IFBAGRO,IFB Agro Industries Limited,5.712836123795023
743,IFBIND,IFB Industries Limited,1.6605460641864824
744,IFCI,IFCI Limited,-0.5145797598627739
745,IFGLEXPOR,IFGL Refractories Limited,0.4816112084063076
746,IGARASHI,Igarashi Motors India Limited,-0.048178839853536326
747,IGL,Indraprastha Gas Limited,0.6931994741245314
748,IGPL,IG Petrochemicals Limited,4.3979504696840355
749,IIFL,IIFL Finance Limited,0.7690378667558343
750,IIFLSEC,IIFL Securities Limited,-0.9196185286103697
751,IITL,Industrial Investment Trust Limited,
752,IL&FSENGG,IL&FS Engineering and Construction Company Limited,
753,IL&FSTRANS,IL&FS Transportation Networks Limited,
754,IMAGICAA,Imagicaaworld Entertainment Limited,1.432181971356363
755,IMFA,Indian Metals & Ferro Alloys Limited,3.614699108841485
756,IMPAL,India Motor Parts and Accessories Limited,1.4292803970223302
757,IMPEXFERRO,Impex Ferro Tech Limited,4.411764705882351
758,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,
759,INDBANK,Indbank Merchant Banking Services Limited,2.894736842105267
760,INDHOTEL,The Indian Hotels Company Limited,-0.5132884681190829
761,INDIACEM,The India Cements Limited,0.9269988412514616
762,INDIAGLYCO,India Glycols Limited,8.03437723810143
763,INDIAMART,Indiamart Intermesh Limited,0.12307579264484034
764,INDIANB,Indian Bank,0.26134473746733733
765,INDIANCARD,Indian Card Clothing Company Limited,1.2693671831248747
766,INDIANHUME,Indian Hume Pipe Company Limited,1.112484548825718
767,INDIGO,InterGlobe Aviation Limited,0.3842135418422059
768,INDIGOPNTS,Indigo Paints Limited,0.18114726601811776
769,INDLMETER,IMP Powers Limited,
770,INDNIPPON,India Nippon Electricals Limited,-0.12154076290201521
771,INDOAMIN,Indo Amines Limited,12.320000000000004
772,INDOBORAX,Indo Borax & Chemicals Limited,1.9784568036931194
773,INDOCO,Indoco Remedies Limited,-1.2525303643724668
774,INDORAMA,Indo Rama Synthetics (India) Limited,1.3435700575815657
775,INDOSTAR,IndoStar Capital Finance Limited,
776,INDOTECH,Indo Tech Transformers Limited,4.996980676328506
777,INDOTHAI,Indo Thai Securities Limited,0.45721750489875157
778,INDOWIND,Indowind Energy Limited,
779,INDRAMEDCO,Indraprastha Medical Corporation Limited,
780,INDSWFTLAB,Ind-Swift Laboratories Limited,3.0902945436986995
781,INDSWFTLTD,Ind-Swift Limited,
782,INDTERRAIN,Indian Terrain Fashions Limited,-0.22091310751105403
783,INDUSINDBK,IndusInd Bank Limited,-0.006254104255926479
784,INDUSTOWER,Indus Towers Limited,1.8588294398392307
785,INFIBEAM,Infibeam Avenues Limited,2.5581395348837246
786,INFOBEAN,InfoBeans Technologies Limited,3.9917883211678835
787,INFOMEDIA,Infomedia Press Limited,
788,INFY,Infosys Limited,0.547669972130392
789,INGERRAND,Ingersoll Rand (India) Limited,-0.5185839287147818
790,INOXGREEN,Inox Green Energy Services Limited,7.2312083729781245
791,INOXWIND,Inox Wind Limited,4.922461230615313
792,INSECTICID,Insecticides (India) Limited,0.30307510348906985
793,INSPIRISYS,Inspirisys Solutions Limited,
794,INTELLECT,Intellect Design Arena Limited,-0.9024623475974263
795,INTENTECH,Intense Technologies Limited,-1.5218458517427562
796,INTLCONV,International Conveyors Limited,0.6040637012630392
797,INVENTURE,Inventure Growth & Securities Limited,1.9230769230769162
798,IOB,Indian Overseas Bank,0.6928406466512801
799,IOC,Indian Oil Corporation Limited,0.34655371582596617
800,IOLCP,IOL Chemicals and Pharmaceuticals Limited,2.1800129505719763
801,IONEXCHANG,ION Exchange (India) Limited,0.0
802,IPCALAB,IPCA Laboratories Limited,0.5569779454700461
803,IPL,India Pesticides Limited,-1.469376544905252
804,IRB,IRB Infrastructure Developers Limited,0.7220216606498299
805,IRCON,Ircon International Limited,1.8378063010501784
806,IRCTC,Indian Railway Catering And Tourism Corporation Limited,0.4901408450704251
807,IRFC,Indian Railway Finance Corporation Limited,1.0568696527428398
808,IRIS,Iris Business Services Limited,3.9554531490015408
809,IRISDOREME,Iris Clothings Limited,2.5261860751694356
810,ISEC,ICICI Securities Limited,-1.121169916434534
811,ISFT,Intrasoft Technologies Limited,0.6190672719768882
812,ISGEC,Isgec Heavy Engineering Limited,1.1259425310780586
813,ISMTLTD,ISMT Limited,0.32733224222585616
814,ITC,ITC Limited,1.287600086561348
815,ITDC,India Tourism Development Corporation Limited,1.1858583619638752
816,ITDCEM,ITD Cementation India Limited,1.5753544547523195
817,ITI,ITI Limited,0.8865539320308615
818,IVC,IL&FS Investment Managers Limited,
819,IVP,IVP Limited,1.6261973713521969
820,IWEL,Inox Wind Energy Limited,
821,IZMO,IZMO Limited,
822,J&KBANK,The Jammu & Kashmir Bank Limited,1.4227642276422763
823,JAGRAN,Jagran Prakashan Limited,1.9220501868659872
824,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,1.2728207765492532
825,JAIBALAJI,Jai Balaji Industries Limited,
826,JAICORPLTD,Jai Corp Limited,4.814004376367612
827,JAIPURKURT,Nandani Creation Limited,6.4587973273942225
828,JAMNAAUTO,Jamna Auto Industries Limited,0.17905102954342242
829,JASH,Jash Engineering Limited,-0.1374328816159608
830,JAYAGROGN,Jayant Agro Organics Limited,0.4203362690152053
831,JAYBARMARU,Jay Bharat Maruti Limited,9.736594543744129
832,JAYNECOIND,Jayaswal Neco Industries Limited,4.162219850586971
833,JAYSREETEA,Jayshree Tea & Industries Limited,3.524436090225564
834,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,-0.5570430554273339
835,JBFIND,JBF Industries Limited,
836,JBMA,JBM Auto Limited,10.596230023220862
837,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,0.3090843934778754
838,JETAIRWAYS,Jet Airways (India) Limited,
839,JETFREIGHT,Jet Freight Logistics Limited,0.0
840,JHS,JHS Svendgaard Laboratories Limited,-0.7858546168958714
841,JINDALPHOT,Jindal Photo Limited,0.6734006734006733
842,JINDALPOLY,Jindal Poly Films Limited,3.524402743830328
843,JINDALSAW,Jindal Saw Limited,2.4511588399465998
844,JINDALSTEL,Jindal Steel & Power Limited,-0.5480550728512261
845,JINDRILL,Jindal Drilling And Industries Limited,2.001628443479441
846,JINDWORLD,Jindal Worldwide Limited,2.50494396835861
847,JISLDVREQS,Jain Irrigation Systems Limited,1.3657056145675135
848,JISLJALEQS,Jain Irrigation Systems Limited,-0.5516154452324686
849,JITFINFRA,JITF Infralogistics Limited,
850,JKCEMENT,JK Cement Limited,1.0281792384346284
851,JKIL,J.Kumar Infraprojects Limited,2.9360817599168625
852,JKLAKSHMI,JK Lakshmi Cement Limited,0.6004002668445605
853,JKPAPER,JK Paper Limited,-0.34414945919371537
854,JKTYRE,JK Tyre & Industries Limited,-1.2553351744915893
855,JMA,Jullundur Motor Agency (Delhi) Limited,3.035822707953856
856,JMFINANCIL,JM Financial Limited,1.6276703967446677
857,JOCIL,Jocil Limited,3.4590493193483596
858,JPASSOCIAT,Jaiprakash Associates Limited,8.08080808080807
859,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,1.5538561666124233
860,JPPOWER,Jaiprakash Power Ventures Limited,5.734767025089611
861,JSL,Jindal Stainless Limited,0.24471246285614007
862,JSWENERGY,JSW Energy Limited,0.2444688913335778
863,JSWHL,JSW Holdings Limited,0.8410060960788699
864,JSWISPL,JSW Ispat Special Products Limited,
865,JSWSTEEL,JSW Steel Limited,-0.3010508378301593
866,JTEKTINDIA,Jtekt India Limited,0.031496062992133145
867,JTLIND,JTL INDUSTRIES LIMITED,-0.29417944946416835
868,JUBLFOOD,Jubilant Foodworks Limited,-0.6194142111317583
869,JUBLINDS,Jubilant Industries Limited,1.9604585479315615
870,JUBLINGREA,Jubilant Ingrevia Limited,0.2064490758946037
871,JUBLPHARMA,Jubilant Pharmova Limited,6.361719680997329
872,JUSTDIAL,Just Dial Limited,0.28047868362004486
873,JWL,Jupiter Wagons Limited,0.29785232795108596
874,JYOTHYLAB,Jyothy Labs Limited,0.7621632908749288
875,JYOTISTRUC,Jyoti Structures Limited,
876,KABRAEXTRU,Kabra Extrusion Technik Limited,-1.268647950193816
877,KAJARIACER,Kajaria Ceramics Limited,0.522393792732577
878,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,0.7281553398058299
879,KALPATPOWR,Kalpataru Power Transmission Limited,
880,KALYANI,Kalyani Commercials Limited,
881,KALYANIFRG,Kalyani Forge Limited,
882,KALYANKJIL,Kalyan Jewellers India Limited,2.3157300197684236
883,KAMATHOTEL,Kamat Hotels (I) Limited,4.092592592592597
884,KAMDHENU,Kamdhenu Limited,-0.2869636512708266
885,KAMOPAINTS,Kamdhenu Ventures Limited,-0.20402215097640497
886,KANANIIND,Kanani Industries Limited,4.6979865771812035
887,KANORICHEM,Kanoria Chemicals & Industries Limited,0.11164867882397149
888,KANPRPLA,Kanpur Plastipack Limited,0.7261853908586148
889,KANSAINER,Kansai Nerolac Paints Limited,-0.22505626406601648
890,KAPSTON,Kapston Services Limited,
891,KARMAENG,Karma Energy Limited,
892,KARURVYSYA,Karur Vysya Bank Limited,1.124925991711075
893,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,
894,KAVVERITEL,Kavveri Telecom Products Limited,
895,KAYA,Kaya Limited,-0.25237529691212074
896,KAYNES,Kaynes Technology India Limited,2.2409070885445597
897,KBCGLOBAL,KBC Global Limited,0.0
898,KCP,KCP Limited,-1.0735198438516442
899,KCPSUGIND,KCP Sugar and Industries Corporation Limited,
900,KDDL,KDDL Limited,-1.6276041666666667
901,KEC,KEC International Limited,2.7749490835030395
902,KECL,Kirloskar Electric Company Limited,0.4968383017163479
903,KEEPLEARN,DSJ Keep Learning Limited,
904,KEERTI,Keerti Knowledge and Skills Limited,
905,KEI,KEI Industries Limited,-1.7449106771915195
906,KELLTONTEC,Kellton Tech Solutions Limited,0.34550839091807356
907,KENNAMET,Kennametal India Limited,
908,KERNEX,Kernex Microsystems (India) Limited,
909,KESORAMIND,Kesoram Industries Limited,0.28368794326241137
910,KEYFINSERV,Keynote Financial Services Limited,
911,KFINTECH,Kfin Technologies Limited,0.05179200331468821
912,KHADIM,Khadim India Limited,
913,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,5.2860246198407035
914,KHAITANLTD,Khaitan (India) Limited,0.41736227045075125
915,KHANDSE,Khandwala Securities Limited,0.3898635477582902
916,KICL,Kalyani Investment Company Limited,-0.35521821631878003
917,KILITCH,Kilitch Drugs (India) Limited,-0.2978608177633422
918,KIMS,Krishna Institute of Medical Sciences Limited,-1.0660873080032405
919,KINGFA,Kingfa Science & Technology (India) Limited,-2.4867457712698777
920,KIOCL,KIOCL Limited,6.2202906424012046
921,KIRIINDUS,Kiri Industries Limited,4.080863887493722
922,KIRLFER,Kirloskar Ferrous Industries Ltd,
923,KIRLOSBROS,Kirloskar Brothers Limited,1.323123697989978
924,KIRLOSENG,Kirloskar Oil Engines Limited,1.1442520405828056
925,KIRLOSIND,Kirloskar Industries Limited,0.6058461320687973
926,KIRLPNU,Kirloskar Pneumatic Company Limited,0.14940239043824324
927,KITEX,Kitex Garments Limited,-0.3330373001776199
928,KKCL,Kewal Kiran Clothing Limited,3.24412532637076
929,KMSUGAR,K.M.Sugar Mills Limited,0.0
930,KNRCON,KNR Constructions Limited,0.5654123610840276
931,KOHINOOR,Kohinoor Foods Limited,
932,KOKUYOCMLN,Kokuyo Camlin Limited,-0.9948542024013645
933,KOLTEPATIL,Kolte - Patil Developers Limited,5.955792058943925
934,KOPRAN,Kopran Limited,4.082901554404143
935,KOTAKBANK,Kotak Mahindra Bank Limited,0.05502856244432587
